Название,Телефон,Сайт,Адрес,Город,Рейтинг,Кол-во отзывов,Категории,Часы работы,Ссылки для записи,Запрос
Студия красоты TRINITI,+7 903 301-82-25,https://vk.com/triniti63,"Кирова, 130 вход с торца, 1 этаж, Самара, Самарская обл., Россия, 443035",Самара,4.7,51,"Салон красоты, Мужская парикмахерская, Визажист, Маникюр и педикюр, Стилист, Парикмахер",четверг: 09:00–20:00 | пятница: 09:00–20:00 | суббота: 09:00–20:00 | воскресенье: 09:00–20:00 | понедельник: 09:00–20:00 | вторник: 09:00–20:00 | среда: 09:00–20:00,,салоны красоты Самара
"Penthouse beauty salon, салон красоты",+7 927 207-09-09,https://bio.site/PentHouse,"ул. Солнечная, 60/126, Самара, Самарская обл., Россия, 443031",Самара,4.7,24,"Салон красоты, Косметолог-эстетист, Визажист, Массажист, Маникюр и педикюр, Парикмахер",четверг: 08:00–22:00 | пятница: 08:00–22:00 | суббота: 08:00–22:00 | воскресенье: 08:00–22:00 | понедельник: 08:00–22:00 | вторник: 08:00–22:00 | среда: 08:00–22:00,https://clck.ru/zPCZ4,салоны красоты Самара
Парикмахерская в Самаре Beauty 13,+7 800 707-07-68,http://vk.me/beauty13st,"ул. Антонова-Овсеенко, 101, Самара, Самарская обл., Россия, 443066",Самара,4.7,51,"Салон красоты, Парикмахер, Визажист, Стилист",четверг: 10:00–21:00 | пятница: 10:00–21:00 | суббота: 10:00–21:00 | воскресенье: 10:00–21:00 | понедельник: 10:00–21:00 | вторник: 10:00–21:00 | среда: 10:00–21:00,,салоны красоты Самара
Misteria,+7 846 990-57-00,,"ул. Георгия Димитрова, 14, 2 этаж, Самара, Самарская обл., Россия, 443081",Самара,4.8,65,Салон красоты,четверг: 09:00–20:00 | пятница: 09:00–20:00 | суббота: 09:00–20:00 | воскресенье: 09:00–20:00 | понедельник: 09:00–20:00 | вторник: 09:00–20:00 | среда: 09:00–20:00,,салоны красоты Ростов-на-Дону
"Парикмахерская Наталья | Салон красоты Ростов-на-Дону | Маникюр, солярий, эпиляция",+7 863 292-90-52,,"улица Малиновского 18/165, 2-я Краснодарская ул., 165, Ростов-на-Дону, Ростовская обл., Россия, 344091",Ростов-на-Дону,4.4,175,"Салон красоты, Центр по уходу за лицом, Салон массажа ног, Визажист, Маникюр и педикюр, Солярий, Парикмахер, Восковая депиляция",четверг: 08:00–20:00 | пятница: 08:00–20:00 | суббота: 08:00–20:00 | воскресенье: 08:00–20:00 | понедельник: 08:00–20:00 | вторник: 08:00–20:00 | среда: 08:00–20:00,,салоны красоты Ростов-на-Дону
"Студия загара ""Солнечный РАЙ""",+7 928 213-34-24,https://instagram.com/solnechniy.rai_official?igshid=MTIzZWMxMTBkOA==,"пер. Семашко, 25, Ростов-на-Дону, Ростовская обл., Россия, 344002",Ростов-на-Дону,4.3,226,Салон красоты,четверг: 24 часа в сутки | пятница: 24 часа в сутки | суббота: 24 часа в сутки | воскресенье: 24 часа в сутки | понедельник: 24 часа в сутки | вторник: 24 часа в сутки | среда: 24 часа в сутки,https://yc.gl/book/83206/?rwg_token=AFd1xnHBfWjKL327fHjFAtZeXqxl_EF3pcjFtuCD9-tbXqaU3t_QLRDE7Gd9X1vNd2FdTBgvVoKUDyMJk0SgrbX0VKFZ9aLHvA%3D%3D,салоны красоты Ростов-на-Дону
"Салон красоты Елены Арсеньевой | Ростов-на-Дону | Парикмахерская, маникюр, ламинирование волос",+7 928 611-29-29,https://salonea.ru/,"пр. Ленина, 112, 2 этаж, Ростов-на-Дону, Ростовская обл., Россия, 344038",Ростов-на-Дону,4.8,84,"Салон красоты, Школа парикмахеров, Мужская парикмахерская, Школа красоты, Визажист, Маникюр и педикюр, Окрашивание, Парикмахер",четверг: 09:00–21:00 | пятница: 09:00–21:00 | суббота: 09:00–21:00 | воскресенье: 09:00–21:00 | понедельник: 09:00–21:00 | вторник: 09:00–21:00 | среда: 09:00–21:00,https://salonea.ru/#kontakt,салоны красоты Ростов-на-Дону
"Салон красоты D2 Terminal | стрижки, массаж, эпиляция Ростов-на-Дону",+7 928 173-11-73,https://n563447.yclients.com/,"2-я Краснодарская ул., 135, Ростов-на-Дону, Ростовская обл., Россия, 344000",Ростов-на-Дону,4.9,64,"Салон красоты, Мужская парикмахерская, Косметолог-эстетист, Школа красоты, Лазерная эпиляция, Визажист, Массажист, Маникюр и педикюр, Парикмахер",четверг: 10:00–22:00 | пятница: 10:00–22:00 | суббота: 10:00–22:00 | воскресенье: 10:00–22:00 | понедельник: 10:00–22:00 | вторник: 10:00–22:00 | среда: 10:00–22:00,https://yc.gl/book/532471/?rwg_token=AFd1xnFiNnP_cj_xjuTMXoE2ih4ZqDcj-f8MBaqhOfxynXDpWyAJlrccyw8yL_u9fuxJwdbtc_D_bsbEsxFSNmD-JQfQvrRuUJ-gH-kuj86WsCkip5zl2DU%3D,салоны красоты Ростов-на-Дону
ТОП_СЕАR,+7 863 267-98-01,,"пер. Семашко, 82/141, Ростов-на-Дону, Ростовская обл., Россия, 344002",Ростов-на-Дону,4.6,265,"Салон красоты, Парикмахерская",четверг: 07:30–21:00 | пятница: 07:30–21:00 | суббота: 07:30–21:00 | воскресенье: 08:30–21:00 | понедельник: 07:30–21:00 | вторник: 07:30–21:00 | среда: 07:30–21:00,,салоны красоты Ростов-на-Дону
"Виктория | Центр красоты и здоровья Ростов-на-Дону | Косметолог, массаж, маникюр",+7 863 227-34-89,https://gidm.ru/,"Соборный пер., 94а, 1 этаж, Ростов-на-Дону, Ростовская обл., Россия, 344010",Ростов-на-Дону,4.7,46,"Салон красоты, Косметолог-эстетист, Центр по уходу за лицом, Спортивный зал, Массажист, Маникюр и педикюр, Студия перманентного макияжа, Солярий, Парикмахер, Студия йоги",четверг: 09:00–21:00 | пятница: 09:00–21:00 | суббота: 09:00–19:00 | воскресенье: 09:00–18:00 | понедельник: 09:00–21:00 | вторник: 09:00–21:00 | среда: 09:00–21:00,,салоны красоты Ростов-на-Дону
Бьюти студия Царева,+7 928 114-17-17,http://tsarevabss.ru.tilda.ws/,"Большая Садовая ул., 120, Ростов-на-Дону, Ростовская обл., Россия, 344006",Ростов-на-Дону,4.8,22,"Салон красоты, Маникюр и педикюр",четверг: 09:00–21:00 | пятница: 09:00–21:00 | суббота: 09:00–21:00 | воскресенье: 10:00–19:00 | понедельник: 09:00–21:00 | вторник: 09:00–21:00 | среда: 09:00–21:00,https://sycret.ru/service/ob/#/?apikey=akr19vz48035fnu2,салоны красоты Ростов-на-Дону
Парикмахерская Эконом-класс,+7 989 711-24-77,,"ул. Станиславского, 81, Ростов-на-Дону, Ростовская обл., Россия, 344002",Ростов-на-Дону,4.4,111,"Салон красоты, Мужская парикмахерская, Пирсинг-салон, Прокалывание ушей, Уход за ногами, Визажист, Массажист, Маникюр и педикюр, Парикмахер",четверг: 08:00–21:00 | пятница: 08:00–21:00 | суббота: 08:00–21:00 | воскресенье: 08:00–21:00 | понедельник: 08:00–21:00 | вторник: 08:00–21:00 | среда: 08:00–21:00,,салоны красоты Ростов-на-Дону
22 Авеню,+7 863 230-55-10,https://22avenue.ru/?utm_source=google_maps&utm_medium=organic&utm_campaign=glavnaya,"Стартовая ул., 22, 1 этаж, Ростов-на-Дону, Ростовская обл., Россия, 344092",Ростов-на-Дону,4.6,74,"Салон красоты, Косметолог-эстетист, Пирсинг-салон, Депиляция, Лазерная эпиляция, Массажист, Маникюр и педикюр, Студия перманентного макияжа",четверг: 09:00–21:00 | пятница: 09:00–21:00 | суббота: 09:00–21:00 | воскресенье: 10:00–21:00 | понедельник: 09:00–21:00 | вторник: 09:00–21:00 | среда: 09:00–21:00,http://widget.sonline.su/ru/services/?placeid=6980,салоны красоты Ростов-на-Дону
White house - beauty center,+7 988 897-85-35,https://www.instagram.com/white.house.rostov/,"Большая Садовая ул., 102, Ростов-на-Дону, Ростовская обл., Россия, 344019",Ростов-на-Дону,4.9,52,Салон красоты,четверг: 10:00–20:00 | пятница: 10:00–20:00 | суббота: 10:00–20:00 | воскресенье: 10:00–20:00 | понедельник: 10:00–20:00 | вторник: 10:00–20:00 | среда: 10:00–20:00,,салоны красоты Ростов-на-Дону
"Фешен | Салон красоты Ростов-на-Дону | Парикмахерская, маникюр, массаж",+7 928 140-63-23,,"ул. Петренко, 6, цокольный этаж, Ростов-на-Дону, Ростовская обл., Россия, 344064",Ростов-на-Дону,4.7,119,"Салон красоты, Мужская парикмахерская, Косметолог-эстетист, Пирсинг-салон, Парикмахерская, Лимфодренаж, Массажист, Маникюр и педикюр, Студия перманентного макияжа",четверг: 10:00–19:00 | пятница: 10:00–19:00 | суббота: 10:00–19:00 | воскресенье: 10:00–19:00 | понедельник: 10:00–19:00 | вторник: 10:00–19:00 | среда: 10:00–19:00,,салоны красоты Ростов-на-Дону
